Country name,Year,Number of deaths from drought,Number of deaths from earthquakes,Number of deaths from disasters,Number of deaths from volcanic activity,Number of deaths from floods,Number of deaths from mass movements,Number of deaths from storms,Number of deaths from landslides,Number of deaths from wildfires
Georgia,1950,0,0,0,0,0,0,0,,0
Georgia,1960,0,0,0,0,0,0,0,,0
Georgia,1970,0,0,0,0,0,0,0,,0
Georgia,1980,0,0,0,0,0,0,0,,0
Georgia,1990,0,0.9,1.7,0,0.8,0,0,,0
Georgia,2000,0,0.6,0.7,0,0.1,0,0,,0
Georgia,2010,0,0,5.2,0,5.2,0,0,,0
Georgia,2020,0,0,3.6,0,0,0,0,,0
Germany,1900,0,0,0,0,0,0,0,,0
Germany,1910,0,0,0,0,0,0,0,,0
Germany,1920,0,0,0,0,0,0,0,,0
Germany,1930,0,0,0,0,0,0,0,,0
Germany,1940,0,0,0,0,0,0,0,,0
Germany,1950,0,0,0,0,0,0,0,,0
Germany,1960,0,0,0,0,0,0,0,,0
Germany,1970,0,0,0,0,0,0,0,,0
Germany,1980,0,0,0,0,0,0,0,,0
Germany,1990,0,0.1,15.7,0,1.4,0,10.7,,0
Germany,2000,0,0,948.8,0,2.9,0,8.5,,0
Germany,2010,0,0,6.8,0,1.8,0,3,,0
Germany,2020,0,0,1676.4,0,39.4,0,2.4,,0
Ghana,1900,0,0,0,0,0,0,0,,0
Ghana,1910,0,0,0,0,0,0,0,,0
Ghana,1920,0,0,0,0,0,0,0,,0
Ghana,1930,0,2.2,2.2,0,0,0,0,,0
Ghana,1940,0,0,0,0,0,0,0,,0
Ghana,1950,0,0,0,0,0,0,0,,0
Ghana,1960,0,0,0,0,0,0,0,,0
Ghana,1970,0,0,0,0,0,0,0,,0
Ghana,1980,0,0,1.1,0,0.7,0,0,,0.4
Ghana,1990,0,0,20.2,0,20.2,0,0,,0
Ghana,2000,0,0,11.2,0,11.2,0,0,,0
Ghana,2010,0,0,20.9,0,18.9,0,2,,0
Ghana,2020,0,0,4.8,0,4.8,0,0,,0
Greece,1900,0,0.4,0.4,0,0,0,0,,0
Greece,1910,0,1.4,1.4,0,0,0,0,,0
Greece,1920,0,10.3,10.3,0,0,0,0,,0
Greece,1930,0,15.1,17.3,0,0,0,2.2,,0
Greece,1940,0,0.5,0.5,0,0,0,0,,0
Greece,1950,0,59.3,59.3,0,0,0,0,,0
Greece,1960,0,10,14.3,0,0,0,4.3,,0
Greece,1970,0,5,9.2,0,4.2,0,0,,0
Greece,1980,0,4.5,118.4,0,0,0,4.8,,1.5
Greece,1990,0,19.7,24.5,0,2.6,0,0.3,,1.4
Greece,2000,0,0.2,14.2,0,1.5,0,0.5,,7.7
Greece,2010,0,0.6,15,0,3.2,0,0.7,,10
Greece,2020,0,0.6,629,0,5,0,0,,5
Grenada,1900,0,0,0,0,0,0,0,,0
Grenada,1910,0,0,0,0,0,0,0,,0
Grenada,1920,0,0,0,0,0,0,0,,0
Grenada,1930,0,0,0,0,0,0,0,,0
Grenada,1940,0,0,0,0,0,0,0,,0
Grenada,1950,0,0,0,0,0,0,0,,0
Grenada,1960,0,0,0.6,0,0,0,0.6,,0
Grenada,1970,0,0,0,0,0,0,0,,0
Grenada,1980,0,0,0,0,0,0,0,,0
Grenada,1990,0,0,0,0,0,0,0,,0
Grenada,2000,0,0,3.9,0,0,0,3.9,,0
Grenada,2010,0,0,0,0,0,0,0,,0
Grenada,2020,0,0,0,0,0,0,0,,0
Guadeloupe,1900,0,0,0,0,0,0,0,,0
Guadeloupe,1910,0,0,0,0,0,0,0,,0
Guadeloupe,1920,0,0,200,0,0,0,200,,0
Guadeloupe,1930,0,0,0,0,0,0,0,,0
Guadeloupe,1940,0,0,0,0,0,0,0,,0
Guadeloupe,1950,0,0,0,0,0,0,0,,0
Guadeloupe,1960,0,0,3.9,0,0,0,3.9,,0
Guadeloupe,1970,0,0,0,0,0,0,0,,0
Guadeloupe,1980,0,0,0.5,0,0,0,0.5,,0
Guadeloupe,1990,0,0,0.4,0,0,0,0.4,,0
Guadeloupe,2000,0,0.1,0.1,0,0,0,0,,0
Guadeloupe,2010,0,0,0.4,0,0,0,0.4,,0
Guadeloupe,2020,0,0,0.2,0,0,0,0.2,,0
Guam,1900,0,0,0,0,0,0,0,,0
Guam,1910,0,0,0,0,0,0,0,,0
Guam,1920,0,0,0,0,0,0,0,,0
Guam,1930,0,0,0,0,0,0,0,,0
Guam,1940,0,0,0,0,0,0,0,,0
Guam,1950,0,0,0,0,0,0,0,,0
Guam,1960,0,0,0.6,0,0,0,0.6,,0
Guam,1970,0,0,0.9,0,0,0,0.9,,0
Guam,1980,0,0,0,0,0,0,0,,0
Guam,1990,0,0,0.1,0,0,0,0.1,,0
Guam,2000,0,0,0.2,0,0,0,0.2,,0
Guam,2010,0,0,0,0,0,0,0,,0
Guam,2020,0,0,0.4,0,0,0,0.4,,0
Guatemala,1900,0,200,900,700,0,0,0,,0
Guatemala,1910,0,265,265,0,0,0,0,,0
Guatemala,1920,0,0,0,0,0,0,0,,0
Guatemala,1930,0,0,0,0,0,0,0,,0
Guatemala,1940,0,0,4000,0,4000,0,0,,0
Guatemala,1950,0,0,0,0,0,0,0,,0
Guatemala,1960,0,0,26.9,0,0,0,26.9,,0
Guatemala,1970,0,2300,2300.5,0,0.5,0,0,,0
Guatemala,1980,0,0.5,71.9,0,71.4,0,0,,0
Guatemala,1990,0,1.6,52.7,0,5.3,2.3,38.4,,0
Guatemala,2000,4.1,0.6,189.3,0,7.7,3.6,154,,0
Guatemala,2010,0,4.9,121.6,46.1,7,0,19.6,,0
Guatemala,2020,0,0.6,77.6,0,26.2,0,33.6,,0
Guinea,1900,0,0,0,0,0,0,0,,0
Guinea,1910,0,0,0,0,0,0,0,,0
Guinea,1920,0,0,0,0,0,0,0,,0
Guinea,1930,0,0,0,0,0,0,0,,0
Guinea,1940,0,0,0,0,0,0,0,,0
Guinea,1950,0,0,0,0,0,0,0,,0
Guinea,1960,0,0,0,0,0,0,0,,0
Guinea,1970,0,0,0,0,0,0,0,,0
Guinea,1980,0,44.3,44.3,0,0,0,0,,0
Guinea,1990,1.2,0,1.2,0,0,0,0,,0
Guinea,2000,0,0,1.5,0,1.1,0,0.4,,0
Guinea,2010,0,0,2.4,0,1.7,0,0,,0
Guinea,2020,0,0,2.6,0,2.6,0,0,,0
Guinea-Bissau,1900,0,0,0,0,0,0,0,,0
Guinea-Bissau,1910,0,0,0,0,0,0,0,,0
Guinea-Bissau,1920,0,0,0,0,0,0,0,,0
Guinea-Bissau,1930,0,0,0,0,0,0,0,,0
Guinea-Bissau,1940,0,0,0,0,0,0,0,,0
Guinea-Bissau,1950,0,0,0,0,0,0,0,,0
Guinea-Bissau,1960,0,0,0,0,0,0,0,,0
Guinea-Bissau,1970,0,0,0,0,0,0,0,,0
Guinea-Bissau,1980,0,0,0.1,0,0,0,0.1,,0
Guinea-Bissau,1990,0,0,0.3,0,0,0,0,,0.3
Guinea-Bissau,2000,0,0,0.3,0,0.3,0,0,,0
Guinea-Bissau,2010,0,0,0.5,0,0.2,0,0.3,,0
Guinea-Bissau,2020,0,0,0,0,0,0,0,,0
Guyana,1900,0,0,0,0,0,0,0,,0
Guyana,1910,0,0,0,0,0,0,0,,0
Guyana,1920,0,0,0,0,0,0,0,,0
Guyana,1930,0,0,0,0,0,0,0,,0
Guyana,1940,0,0,0,0,0,0,0,,0
Guyana,1950,0,0,0,0,0,0,0,,0
Guyana,1960,0,0,0,0,0,0,0,,0
Guyana,1970,0,0,0,0,0,0,0,,0
Guyana,1980,0,0,0,0,0,0,0,,0
Guyana,1990,0,0,0,0,0,0,0,,0
Guyana,2000,0,0,3.4,0,3.4,0,0,,0
Guyana,2010,0,0,0,0,0,0,0,,0
Guyana,2020,0,0,0,0,0,0,0,,0
Haiti,1900,0,0,15,0,0,0,15,,0
Haiti,1910,0,0,160,0,0,0,160,,0
Haiti,1920,0,0,0,0,0,0,0,,0
Haiti,1930,0,0,215,0,0,0,215,,0
Haiti,1940,0,0,0,0,0,0,0,,0
Haiti,1950,0,0.6,72.8,0,5,0,41,,0
Haiti,1960,0,0,610.6,0,52.6,0,558,,0
Haiti,1970,0,0,8.6,0,7.8,0,0.8,,0
Haiti,1980,0,0,48.2,0,20.8,0,27.4,,0
Haiti,1990,0,0,142.2,0,4.4,0,137.8,,0
Haiti,2000,0,0,657.3,0,291,0,366.3,,0
Haiti,2010,0,22258.7,22350.4,0,24.4,0,67.3,,0
Haiti,2020,0,515.4,542,0,18.8,0,7.8,,0
High-income countries,1900,0,9789.8,11599.5,85.5,32.8,12.7,1678.7,,0
High-income countries,1910,0,3063.7,4119.6,14,137.9,0,784.9,,107.3
High-income countries,1920,0,14922.9,15863.2,14.4,124.6,0,764.2,,4.3
High-income countries,1930,0,4175.6,6248.6,0,130.1,0,1732.2,,7.1
High-income countries,1940,0,1365.9,2811.1,12.6,304.5,0,1100.6,,25
High-income countries,1950,0,83.5,3098.6,17.9,843.5,0.3,1650.4,,1.1
High-income countries,1960,60,729.1,2175.3,0.4,461.6,0,615.7,,9.9
High-income countries,1970,0,291.6,1146.3,1.2,388.6,0,327.2,,0.3
High-income countries,1980,0,535.3,1585.8,9,219.3,0,455.2,,18
High-income countries,1990,0,817,1690.3,5,222.4,0,376,,13.5
High-income countries,2000,0,48.2,8791.4,0,169.3,0,598,,44.8
High-income countries,2010,0,2130.1,3784.8,8.4,167.4,0.8,396.5,,55.3
High-income countries,2020,85.6,65.2,14224.8,0.2,147,0,332.2,,136.6
Honduras,1900,0,0,0,0,0,0,0,,0
Honduras,1910,0,0,0,0,0,0,0,,0
Honduras,1920,0,0,0,0,0,0,0,,0
Honduras,1930,0,0,150,0,0,0,150,,0
Honduras,1940,0,0,0,0,0,0,0,,0
Honduras,1950,0,0,0,0,0,0,0,,0
Honduras,1960,0,0,27.5,0,0,0,27.5,,0
Honduras,1970,0,0,1082.1,0,2.1,0,800,,0
Honduras,1980,0,0,15.9,0,1.9,1,13,,0
Honduras,1990,0,0,1524.3,0,62.4,0,1461.9,,0
Honduras,2000,0,0.7,18.8,0,10.6,0,7.5,,0
Honduras,2010,0,0,21.5,0,18.9,0,2.6,,0
Honduras,2020,0,0,30.2,0,2.4,0,27.8,,0
Hong Kong,1900,0,0,1000,0,0,0,1000,,0
Hong Kong,1910,0,0,0,0,0,0,0,,0
Hong Kong,1920,0,0,10,0,0,0,10,,0
Hong Kong,1930,0,0,1100,0,0,0,1100,,0
Hong Kong,1940,0,0,200,0,0,0,200,,0
Hong Kong,1950,0,0,5.1,0,0,0,5.1,,0
Hong Kong,1960,0,0,49.1,0,8,0,32.5,,0
Hong Kong,1970,0,0,42.1,0,14.1,0,18,,0
Hong Kong,1980,0,0,8.5,0,0.5,0,4.5,,0
Hong Kong,1990,0,0,12.1,0,8.6,0,3.4,,0
Hong Kong,2000,0,0,0.6,0,0,0,0.6,,0
Hong Kong,2010,0,0,0.1,0,0,0,0.1,,0
Hong Kong,2020,0,0,0.4,0,0,0,0.4,,0
Hungary,1900,0,0,0,0,0,0,0,,0
Hungary,1910,0,0,0,0,0,0,0,,0
Hungary,1920,0,0,0,0,0,0,0,,0
Hungary,1930,0,0,0,0,0,0,0,,0
Hungary,1940,0,0,0,0,0,0,0,,0
Hungary,1950,0,0,0,0,0,0,0,,0
Hungary,1960,0,0,0,0,0,0,0,,0
Hungary,1970,0,0,30,0,30,0,0,,0
Hungary,1980,0,0,0.4,0,0,0,0.4,,0
Hungary,1990,0,0,4.8,0,0.8,0,4,,0
Hungary,2000,0,0,66.3,0,0.1,0,1.6,,0
Hungary,2010,0,0,19.6,0,0.1,0,0,,0
Hungary,2020,0,0,102.6,0,0,0,0,,0
Iceland,1900,0,0,0,0,0,0,0,,0
Iceland,1910,0,0,0,0,0,0,0,,0
Iceland,1920,0,0,0,0,0,0,0,,0
Iceland,1930,0,0,0,0,0,0,0,,0
Iceland,1940,0,0,0,0,0,0,0,,0
Iceland,1950,0,0,0,0,0,0,0,,0
Iceland,1960,0,0,0,0,0,0,0,,0
Iceland,1970,0,0.1,1.3,0,0,0,0,,0
Iceland,1980,0,0,0.4,0,0,0,0,,0
Iceland,1990,0,0,3.4,0,0,0,0,,0
Iceland,2000,0,0,0,0,0,0,0,,0
Iceland,2010,0,0,0,0,0,0,0,,0
Iceland,2020,0,0,0,0,0,0,0,,0
India,1900,125000,2000,127000,0,0,0,0,,0
India,1910,0,0,30,0,0,0,30,,0
India,1920,0,0,204.3,0,3.6,0,200.7,,0
India,1930,0,0,6033.3,0,0,0,6033.3,,0
India,1940,150000,0,154680.4,0,0,0,4630.4,,0
India,1950,0,161.3,692.1,0,118.8,0,296,,0
India,1960,150000,19.2,151504.2,0,1069.8,0,265.2,,0
India,1970,0,7.3,3595.3,0,838.3,0,2635,,0
India,1980,30,42.1,2006.6,0,1235.1,4.5,390.9,,0
India,1990,0,1139.1,4789.5,0,1314.5,0,1809.1,,0.6
India,2000,2,3770.5,5798.2,0,1366.6,0,100.8,,0
India,2010,0,22.1,2175,0,1393.6,1.6,273.5,,2.4
India,2020,0,0.4,1758.2,0,1476.6,0,94.6,,0
Indonesia,1900,0,0,0,0,0,0,0,,0
Indonesia,1910,0,1515.8,2015.8,500,0,0,0,,0
Indonesia,1920,0,96.5,96.5,0,0,0,0,,0
Indonesia,1930,0,3.2,270.1,266.9,0,0,0,,0
Indonesia,1940,0,21.3,21.3,0,0,0,0,,0
Indonesia,1950,0,2.4,218,133.7,11.4,0,30,,0
Indonesia,1960,800,47.4,1160,277.8,34.8,0,0,,0
Indonesia,1970,6.3,195.2,452.2,29.7,50.1,0,168.6,,0
Indonesia,1980,59.4,58,330.7,22.9,132.6,13.1,0.2,,0
Indonesia,1990,67.2,332.1,543.9,13.3,79.3,0,0,,30
Indonesia,2000,0,17492.1,17874.3,0.2,279,0,0.4,,0
Indonesia,2010,1.1,551.2,812.8,81.8,117.8,0,3.2,,1.9
Indonesia,2020,0,95.4,264.4,18.8,74,0,45.4,,0
Iran,1900,0,535,535,0,0,0,0,,0
Iran,1910,0,70,70,0,0,0,0,,0
Iran,1920,0,640,640,0,0,0,0,,0
Iran,1930,0,319.2,319.2,0,0,0,0,,0
Iran,1940,0,137,137,0,0,0,0,,0
Iran,1950,0,708.6,1137.5,0,413.1,0,0,,0
Iran,1960,0,2334.8,2344,0,9.2,0,0,,0
Iran,1970,0,3197.3,3209,0,0,0,7.4,,0
Iran,1980,0,338.8,512.2,0,153.4,0,20,,0
Iran,1990,0,4287.5,4422.5,0,126.6,0,3.1,,0
Iran,2000,0,2775.7,2856.4,0,74.4,0,4.3,,0
Iran,2010,0,82.7,107.2,0,24.1,0,0.4,,0
Iran,2020,0,2.2,38,0,29.8,0,3.6,,0
Iraq,1900,0,0,0,0,0,0,0,,0
Iraq,1910,0,0,0,0,0,0,0,,0
Iraq,1920,0,0,0,0,0,0,0,,0
Iraq,1930,0,0,0,0,0,0,0,,0
Iraq,1940,0,0,0,0,0,0,0,,0
Iraq,1950,0,0,0,0,0,0,0,,0
Iraq,1960,0,0,0,0,0,0,0,,0
Iraq,1970,0,0,0,0,0,0,0,,0
Iraq,1980,0,0,0,0,0,0,0,,0
Iraq,1990,0,2,2,0,0,0,0,,0
Iraq,2000,0,0,2.6,0,2.6,0,0,,0
Iraq,2010,0,1,12,0,11,0,0,,0
Iraq,2020,0,0,6.2,0,5.4,0,0.8,,0
Ireland,1900,0,0,0,0,0,0,0,,0
Ireland,1910,0,0,0,0,0,0,0,,0
Ireland,1920,0,0,0,0,0,0,0,,0
Ireland,1930,0,0,0,0,0,0,0,,0
Ireland,1940,0,0,0,0,0,0,0,,0
Ireland,1950,0,0,0,0,0,0,0,,0
Ireland,1960,0,0,0,0,0,0,0,,0
Ireland,1970,0,0,0,0,0,0,0,,0
Ireland,1980,0,0,2.1,0,0,0,2.1,,0
Ireland,1990,0,0,1.7,0,0.3,0,1.4,,0
Ireland,2000,0,0,0.1,0,0,0,0.1,,0
Ireland,2010,0,0,0.6,0,0.2,0,0.4,,0
Ireland,2020,0,0,5.4,0,0,0,0.2,,0
Isle of Man,1900,0,0,0,0,0,0,0,,0
Isle of Man,1910,0,0,0,0,0,0,0,,0
Isle of Man,1920,0,0,0,0,0,0,0,,0
Isle of Man,1930,0,0,0,0,0,0,0,,0
Isle of Man,1940,0,0,0,0,0,0,0,,0
Isle of Man,1950,0,0,0,0,0,0,0,,0
Isle of Man,1960,0,0,0,0,0,0,0,,0
Isle of Man,1970,0,0,0,0,0,0,0,,0
Isle of Man,1980,0,0,0,0,0,0,0,,0
Isle of Man,1990,0,0,0,0,0,0,0,,0
Isle of Man,2000,0,0,0,0,0,0,0,,0
Isle of Man,2010,0,0,0,0,0,0,0,,0
Isle of Man,2020,0,0,0,0,0,0,0,,0
Israel,1900,0,2,2,0,0,0,0,,0
Israel,1910,0,0,0,0,0,0,0,,0
Israel,1920,0,0,0,0,0,0,0,,0
Israel,1930,0,0,0,0,0,0,0,,0
Israel,1940,0,0,0,0,0,0,0,,0
Israel,1950,0,0,0,0,0,0,0,,0
Israel,1960,0,0,0,0,0,0,0,,0
Israel,1970,0,0,2,0,0,0,0,,0
Israel,1980,0,0,0,0,0,0,0,,0
Israel,1990,0,0,2,0,1.5,0,0.5,,0
Israel,2000,0,0,0.3,0,0,0,0.3,,0
Israel,2010,0,0,6.2,0,1.4,0,0.4,,4.4
Israel,2020,0,0,1.4,0,1.4,0,0,,0
Italy,1900,0,7555.7,7625.7,70,0,0,0,,0
Italy,1910,0,3010,3010,0,0,0,0,,0
Italy,1920,0,140,150,0,0,0,0,,0
Italy,1930,0,191.1,192.1,0,1,0,0,,0
Italy,1940,0,0,13.1,2.6,0,0,8,,0
Italy,1950,0,0,56,0,26.3,0,0,,0
Italy,1960,0,24,240.3,0,19.7,0,3.7,,0
Italy,1970,0,98,113.5,0.9,6,0,7.4,,0
Italy,1980,0,470.8,513.6,0,33.1,0,3.3,,0.7
Italy,1990,0,3.5,33.3,0,8.7,0,3.9,,0.1
Italy,2000,0,32.7,2055.1,0,9.7,0,0.6,,1.3
Italy,2010,0,35.2,51.8,0,6.6,0,3.8,,0
Italy,2020,0,0,3616.8,0,4.6,0,4.8,,0
Jamaica,1900,0,120,161.8,0,30,0,6.5,,0
Jamaica,1910,0,0,19.9,0,0,0,19.9,,0
Jamaica,1920,0,0,0.4,0,0,0,0.4,,0
Jamaica,1930,0,0,21.4,0,16.4,4,1,,0
Jamaica,1940,0,0,15.7,0,12.5,0,3.2,,0
Jamaica,1950,0,0,15.4,0,0,0,15.4,,0
Jamaica,1960,0,0,1.1,0,0,0,1.1,,0
Jamaica,1970,0,0,5,0,4.4,0,0.6,,0
Jamaica,1980,0,0,12.5,0,6.3,0,6.2,,0
Jamaica,1990,0,0,2.8,0,2.4,0,0.4,,0
Jamaica,2000,0,0,5.5,0,1,0,4.5,,0
Jamaica,2010,0,0,1.6,0,0,0,1.6,,0
Jamaica,2020,0,0,0,0,0,0,0,,0
Japan,1900,0,11.1,26.6,15.5,0,0,0,,0
Japan,1910,0,10.6,662.5,14,137.9,0,500,,0
Japan,1920,0,14644.4,14978.8,14.4,0,0,300,,0
Japan,1930,0,328.6,722.5,0,93.3,0,300.6,,0
Japan,1940,0,1206,2266.2,0,299,0,761.2,,0
Japan,1950,0,3.3,1745.1,2.9,543.3,0,1184.3,,0
Japan,1960,0,22,302.6,0,119.5,0,150.3,,0
Japan,1970,0,8.3,162.3,0.3,49.4,0,91.6,,0
Japan,1980,0,23.7,159.7,0,41.6,0,65.2,,0
Japan,1990,0,554.5,616.1,4.4,10.3,0,35.1,,0
Japan,2000,0,8.1,81.9,0,11.3,0,44.6,,0
Japan,2010,0,1995.2,2197.4,6.3,37.5,0,58.9,,0
Japan,2020,0,49.2,102.8,0,20.4,0,12,,0
Jordan,1900,0,0,0,0,0,0,0,,0
Jordan,1910,0,0,0,0,0,0,0,,0
Jordan,1920,0,26.8,26.8,0,0,0,0,,0
Jordan,1930,0,0,0,0,0,0,0,,0
Jordan,1940,0,0,0,0,0,0,0,,0
Jordan,1950,0,0,0,0,0,0,0,,0
Jordan,1960,0,0,29.2,0,29.2,0,0,,0
Jordan,1970,0,0,0,0,0,0,0,,0
Jordan,1980,0,0,0.9,0,0.9,0,0,,0
Jordan,1990,0,0,2.7,0,1,0,0.2,,0
Jordan,2000,0,0,1.4,0,0,0,1.4,,0
Jordan,2010,0,0,3.4,0,3.4,0,0,,0
Jordan,2020,0,0,0,0,0,0,0,,0
Kazakhstan,1900,0,0,0,0,0,0,0,,0
Kazakhstan,1910,0,45,45,0,0,0,0,,0
Kazakhstan,1920,0,0,0,0,0,0,0,,0
Kazakhstan,1930,0,0,0,0,0,0,0,,0
Kazakhstan,1940,0,0,0,0,0,0,0,,0
Kazakhstan,1950,0,0,0,0,0,0,0,,0
Kazakhstan,1960,0,0,0,0,0,0,0,,0
Kazakhstan,1970,0,0,0,0,0,0,0,,0
Kazakhstan,1980,0,0,0,0,0,0,0,,0
Kazakhstan,1990,0,0,12.2,0,1,0,11.2,,0
Kazakhstan,2000,0,0.3,5.5,0,0.1,0,0,,0
Kazakhstan,2010,0,0,5.3,0,5.3,0,0,,0
Kazakhstan,2020,0,0,3.6,0,0.8,0,0,,2.8
Kenya,1900,0,0,0,0,0,0,0,,0
Kenya,1910,0,0,0,0,0,0,0,,0
Kenya,1920,0,0,0,0,0,0,0,,0
Kenya,1930,0,0,0,0,0,0,0,,0
Kenya,1940,0,0,0,0,0,0,0,,0
Kenya,1950,0,0,0,0,0,0,0,,0
Kenya,1960,0,0,0,0,0,0,0,,0
Kenya,1970,0,0,10,0,10,0,0,,0
Kenya,1980,0,0,12.5,0,7.5,0,5,,0
Kenya,1990,0.2,0,17.2,0,17,0,0,,0
Kenya,2000,19.4,0.1,76.8,0,52.7,0,0,,0
Kenya,2010,0,0,98.9,0,88.2,0,0,,0
Kenya,2020,0,0,104.6,0,104.6,0,0,,0
Kiribati,1900,0,0,0,0,0,0,0,,0
Kiribati,1910,0,0,0,0,0,0,0,,0
Kiribati,1920,0,0,0,0,0,0,0,,0
Kiribati,1930,0,0,0,0,0,0,0,,0
Kiribati,1940,0,0,0,0,0,0,0,,0
Kiribati,1950,0,0,0,0,0,0,0,,0
Kiribati,1960,0,0,0,0,0,0,0,,0
Kiribati,1970,0,0,0.3,0,0,0,0.3,,0
Kiribati,1980,0,0,0,0,0,0,0,,0
Kiribati,1990,0,0,0,0,0,0,0,,0
Kiribati,2000,0,0,0,0,0,0,0,,0
Kiribati,2010,0,0,0,0,0,0,0,,0
Kiribati,2020,0,0,0,0,0,0,0,,0
Kuwait,1900,0,0,0,0,0,0,0,,0
Kuwait,1910,0,0,0,0,0,0,0,,0
Kuwait,1920,0,0,0,0,0,0,0,,0
Kuwait,1930,0,0,0,0,0,0,0,,0
Kuwait,1940,0,0,0,0,0,0,0,,0
Kuwait,1950,0,0,0,0,0,0,0,,0
Kuwait,1960,0,0,0,0,0,0,0,,0
Kuwait,1970,0,0,0,0,0,0,0,,0
Kuwait,1980,0,0,0,0,0,0,0,,0
Kuwait,1990,0,0,0.2,0,0.2,0,0,,0
Kuwait,2000,0,0,0,0,0,0,0,,0
Kuwait,2010,0,0,0.1,0,0.1,0,0,,0
Kuwait,2020,0,0,0,0,0,0,0,,0
Kyrgyzstan,1900,0,0,0,0,0,0,0,,0
Kyrgyzstan,1910,0,0,0,0,0,0,0,,0
Kyrgyzstan,1920,0,0,0,0,0,0,0,,0
Kyrgyzstan,1930,0,0,0,0,0,0,0,,0
Kyrgyzstan,1940,0,0,0,0,0,0,0,,0
Kyrgyzstan,1950,0,0,0,0,0,0,0,,0
Kyrgyzstan,1960,0,0,0,0,0,0,0,,0
Kyrgyzstan,1970,0,0,0,0,0,0,0,,0
Kyrgyzstan,1980,0,0,0,0,0,0,0,,0
Kyrgyzstan,1990,0,5.8,22.1,0,0.1,0,0,,0
Kyrgyzstan,2000,0,7.4,17.9,0,0.3,0,0.4,,0
Kyrgyzstan,2010,0,0,4,0,0,0,0,,0
Kyrgyzstan,2020,0,0,3,0,0,0,0,,0
Laos,1900,0,0,0,0,0,0,0,,0
Laos,1910,0,0,0,0,0,0,0,,0
Laos,1920,0,0,0,0,0,0,0,,0
Laos,1930,0,0,0,0,0,0,0,,0
Laos,1940,0,0,0,0,0,0,0,,0
Laos,1950,0,0,0,0,0,0,0,,0
Laos,1960,0,0,30.2,0,30.2,0,0,,0
Laos,1970,0,0,4.5,0,4.5,0,0,,0
Laos,1980,0,0,1.4,0,1.4,0,0,,0
Laos,1990,0,0,9.6,0,4,0,5.6,,0
Laos,2000,0,0,4.9,0,3.3,0,1.6,,0
Laos,2010,0,0,23.5,0,23.5,0,0,,0
Laos,2020,0,0,2,0,1.6,0,0.4,,0
Latvia,1900,0,0,0,0,0,0,0,,0
Latvia,1910,0,0,0,0,0,0,0,,0
Latvia,1920,0,0,0,0,0,0,0,,0
Latvia,1930,0,0,0,0,0,0,0,,0
Latvia,1940,0,0,0,0,0,0,0,,0
Latvia,1950,0,0,0,0,0,0,0,,0
Latvia,1960,0,0,0,0,0,0,0,,0
Latvia,1970,0,0,0,0,0,0,0,,0
Latvia,1980,0,0,0,0,0,0,0,,0
Latvia,1990,0,0,0.6,0,0,0,0.6,,0
Latvia,2000,0,0,7.6,0,0,0,0,,0
Latvia,2010,0,0,1,0,0,0,0,,0
Latvia,2020,0,0,21,0,0,0,0,,0
Lebanon,1900,0,0,0,0,0,0,0,,0
Lebanon,1910,0,0,0,0,0,0,0,,0
Lebanon,1920,0,0,0,0,0,0,0,,0
Lebanon,1930,0,0,0,0,0,0,0,,0
Lebanon,1940,0,0,0,0,0,0,0,,0
Lebanon,1950,0,13.6,57.6,0,44,0,0,,0
Lebanon,1960,0,0,0,0,0,0,0,,0
Lebanon,1970,0,0,0,0,0,0,0,,0
Lebanon,1980,0,0,2,0,0,2,0,,0
Lebanon,1990,0,0,2.5,0,0,0,2.5,,0
Lebanon,2000,0,0,0.1,0,0,0,0,,0.1
Lebanon,2010,0,0,2.3,0,0,0,2.3,,0
Lebanon,2020,0,0,0,0,0,0,0,,0
Lesotho,1900,0,0,0,0,0,0,0,,0
Lesotho,1910,0,0,0,0,0,0,0,,0
Lesotho,1920,0,0,0,0,0,0,0,,0
Lesotho,1930,0,0,0,0,0,0,0,,0
Lesotho,1940,0,0,0,0,0,0,0,,0
Lesotho,1950,0,0,0,0,0,0,0,,0
Lesotho,1960,0,0,0,0,0,0,0,,0
Lesotho,1970,0,0,0,0,0,0,0,,0
Lesotho,1980,0,0,1.8,0,1.8,0,0,,0
Lesotho,1990,0,0,2.2,0,2.2,0,0,,0
Lesotho,2000,0,0,0.1,0,0,0,0.1,,0
Lesotho,2010,0,0,2.6,0,2.6,0,0,,0
Lesotho,2020,0,0,0.4,0,0,0,0.4,,0
Liberia,1900,0,0,0,0,0,0,0,,0
Liberia,1910,0,0,0,0,0,0,0,,0
Liberia,1920,0,0,0,0,0,0,0,,0
Liberia,1930,0,0,0,0,0,0,0,,0
Liberia,1940,0,0,0,0,0,0,0,,0
Liberia,1950,0,0,0,0,0,0,0,,0
Liberia,1960,0,0,0,0,0,0,0,,0
Liberia,1970,0,0,0,0,0,0,0,,0
Liberia,1980,0,0,4.6,0,0,4.6,0,,0
Liberia,1990,0,0,1,0,1,0,0,,0
Liberia,2000,0,0,0.3,0,0.3,0,0,,0
Liberia,2010,0,0,0.1,0,0.1,0,0,,0
Liberia,2020,0,0,0,0,0,0,0,,0
Libya,1900,0,0,0,0,0,0,0,,0
Libya,1910,0,0,0,0,0,0,0,,0
Libya,1920,0,0,0,0,0,0,0,,0
Libya,1930,0,0,0,0,0,0,0,,0
