Country name,Year,Type of Disaster,Value
Moldova,1900,Mass Movements,0.0
Moldova,1910,Mass Movements,0.0
Moldova,1920,Mass Movements,0.0
Moldova,1930,Mass Movements,0.0
Moldova,1940,Mass Movements,0.0
Moldova,1950,Mass Movements,0.0
Moldova,1960,Mass Movements,0.0
Moldova,1970,Mass Movements,0.0
Moldova,1980,Mass Movements,0.0
Moldova,1990,Mass Movements,0.0
Moldova,2000,Mass Movements,0.0
Moldova,2010,Mass Movements,0.0
Moldova,2020,Mass Movements,0.0
Mongolia,1900,Mass Movements,0.0
Mongolia,1910,Mass Movements,0.0
Mongolia,1920,Mass Movements,0.0
Mongolia,1930,Mass Movements,0.0
Mongolia,1940,Mass Movements,0.0
Mongolia,1950,Mass Movements,0.0
Mongolia,1960,Mass Movements,0.0
Mongolia,1970,Mass Movements,0.0
Mongolia,1980,Mass Movements,0.0
Mongolia,1990,Mass Movements,0.0
Mongolia,2000,Mass Movements,0.0
Mongolia,2010,Mass Movements,0.0
Mongolia,2020,Mass Movements,0.0
Montenegro,1900,Mass Movements,0.0
Montenegro,1910,Mass Movements,0.0
Montenegro,1920,Mass Movements,0.0
Montenegro,1930,Mass Movements,0.0
Montenegro,1940,Mass Movements,0.0
Montenegro,1950,Mass Movements,0.0
Montenegro,1960,Mass Movements,0.0
Montenegro,1970,Mass Movements,0.0
Montenegro,1980,Mass Movements,0.0
Montenegro,1990,Mass Movements,0.0
Montenegro,2000,Mass Movements,0.0
Montenegro,2010,Mass Movements,0.0
Montenegro,2020,Mass Movements,0.0
Montserrat,1900,Mass Movements,0.0
Montserrat,1910,Mass Movements,0.0
Montserrat,1920,Mass Movements,0.0
Montserrat,1930,Mass Movements,0.0
Montserrat,1940,Mass Movements,0.0
Montserrat,1950,Mass Movements,0.0
Montserrat,1960,Mass Movements,0.0
Montserrat,1970,Mass Movements,0.0
Montserrat,1980,Mass Movements,0.0
Montserrat,1990,Mass Movements,0.0
Montserrat,2000,Mass Movements,0.0
Montserrat,2010,Mass Movements,0.0
Montserrat,2020,Mass Movements,0.0
Morocco,1900,Mass Movements,0.0
Morocco,1910,Mass Movements,0.0
Morocco,1920,Mass Movements,0.0
Morocco,1930,Mass Movements,0.0
Morocco,1940,Mass Movements,0.0
Morocco,1950,Mass Movements,0.0
Morocco,1960,Mass Movements,0.0
Morocco,1970,Mass Movements,0.0
Morocco,1980,Mass Movements,3.1
Morocco,1990,Mass Movements,0.0
Morocco,2000,Mass Movements,0.0
Morocco,2010,Mass Movements,0.0
Morocco,2020,Mass Movements,0.0
Mozambique,1900,Mass Movements,0.0
Mozambique,1910,Mass Movements,0.0
Mozambique,1920,Mass Movements,0.0
Mozambique,1930,Mass Movements,0.0
Mozambique,1940,Mass Movements,0.0
Mozambique,1950,Mass Movements,0.0
Mozambique,1960,Mass Movements,0.0
Mozambique,1970,Mass Movements,0.0
Mozambique,1980,Mass Movements,0.0
Mozambique,1990,Mass Movements,0.0
Mozambique,2000,Mass Movements,0.0
Mozambique,2010,Mass Movements,0.0
Mozambique,2020,Mass Movements,0.0
Myanmar,1900,Mass Movements,0.0
Myanmar,1910,Mass Movements,0.0
Myanmar,1920,Mass Movements,0.0
Myanmar,1930,Mass Movements,0.0
Myanmar,1940,Mass Movements,0.0
Myanmar,1950,Mass Movements,0.0
Myanmar,1960,Mass Movements,0.0
Myanmar,1970,Mass Movements,0.0
Myanmar,1980,Mass Movements,0.0
Myanmar,1990,Mass Movements,0.0
Myanmar,2000,Mass Movements,0.0
Myanmar,2010,Mass Movements,1.7
Myanmar,2020,Mass Movements,0.0
Namibia,1900,Mass Movements,0.0
Namibia,1910,Mass Movements,0.0
Namibia,1920,Mass Movements,0.0
Namibia,1930,Mass Movements,0.0
Namibia,1940,Mass Movements,0.0
Namibia,1950,Mass Movements,0.0
Namibia,1960,Mass Movements,0.0
Namibia,1970,Mass Movements,0.0
Namibia,1980,Mass Movements,0.0
Namibia,1990,Mass Movements,0.0
Namibia,2000,Mass Movements,0.0
Namibia,2010,Mass Movements,0.0
Namibia,2020,Mass Movements,0.0
Nepal,1900,Mass Movements,0.0
Nepal,1910,Mass Movements,0.0
Nepal,1920,Mass Movements,0.0
Nepal,1930,Mass Movements,0.0
Nepal,1940,Mass Movements,0.0
Nepal,1950,Mass Movements,0.0
Nepal,1960,Mass Movements,15.0
Nepal,1970,Mass Movements,0.0
Nepal,1980,Mass Movements,0.0
Nepal,1990,Mass Movements,0.0
Nepal,2000,Mass Movements,0.0
Nepal,2010,Mass Movements,0.0
Nepal,2020,Mass Movements,0.0
Netherlands,1900,Mass Movements,0.0
Netherlands,1910,Mass Movements,0.0
Netherlands,1920,Mass Movements,0.0
Netherlands,1930,Mass Movements,0.0
Netherlands,1940,Mass Movements,0.0
Netherlands,1950,Mass Movements,0.0
Netherlands,1960,Mass Movements,0.0
Netherlands,1970,Mass Movements,0.0
Netherlands,1980,Mass Movements,0.0
Netherlands,1990,Mass Movements,0.0
Netherlands,2000,Mass Movements,0.0
Netherlands,2010,Mass Movements,0.0
Netherlands,2020,Mass Movements,0.0
Netherlands Antilles,1900,Mass Movements,0.0
Netherlands Antilles,1910,Mass Movements,0.0
Netherlands Antilles,1920,Mass Movements,0.0
Netherlands Antilles,1930,Mass Movements,0.0
Netherlands Antilles,1940,Mass Movements,0.0
Netherlands Antilles,1950,Mass Movements,0.0
Netherlands Antilles,1960,Mass Movements,0.0
Netherlands Antilles,1970,Mass Movements,0.0
Netherlands Antilles,1980,Mass Movements,0.0
Netherlands Antilles,1990,Mass Movements,0.0
Netherlands Antilles,2000,Mass Movements,0.0
Netherlands Antilles,2010,Mass Movements,0.0
Netherlands Antilles,2020,Mass Movements,0.0
New Caledonia,1900,Mass Movements,0.0
New Caledonia,1910,Mass Movements,0.0
New Caledonia,1920,Mass Movements,0.0
New Caledonia,1930,Mass Movements,0.0
New Caledonia,1940,Mass Movements,0.0
New Caledonia,1950,Mass Movements,0.0
New Caledonia,1960,Mass Movements,0.0
New Caledonia,1970,Mass Movements,0.0
New Caledonia,1980,Mass Movements,0.0
New Caledonia,1990,Mass Movements,0.0
New Caledonia,2000,Mass Movements,0.0
New Caledonia,2010,Mass Movements,0.0
New Caledonia,2020,Mass Movements,0.0
New Zealand,1900,Mass Movements,0.0
New Zealand,1910,Mass Movements,0.0
New Zealand,1920,Mass Movements,0.0
New Zealand,1930,Mass Movements,0.0
New Zealand,1940,Mass Movements,0.0
New Zealand,1950,Mass Movements,0.0
New Zealand,1960,Mass Movements,0.0
New Zealand,1970,Mass Movements,0.0
New Zealand,1980,Mass Movements,0.0
New Zealand,1990,Mass Movements,0.0
New Zealand,2000,Mass Movements,0.0
New Zealand,2010,Mass Movements,0.0
New Zealand,2020,Mass Movements,0.0
Nicaragua,1900,Mass Movements,0.0
Nicaragua,1910,Mass Movements,0.0
Nicaragua,1920,Mass Movements,0.0
Nicaragua,1930,Mass Movements,0.0
Nicaragua,1940,Mass Movements,0.0
Nicaragua,1950,Mass Movements,0.0
Nicaragua,1960,Mass Movements,0.0
Nicaragua,1970,Mass Movements,0.0
Nicaragua,1980,Mass Movements,0.0
Nicaragua,1990,Mass Movements,0.0
Nicaragua,2000,Mass Movements,0.0
Nicaragua,2010,Mass Movements,0.0
Nicaragua,2020,Mass Movements,0.0
Niger,1900,Mass Movements,0.0
Niger,1910,Mass Movements,0.0
Niger,1920,Mass Movements,0.0
Niger,1930,Mass Movements,0.0
Niger,1940,Mass Movements,0.0
Niger,1950,Mass Movements,0.0
Niger,1960,Mass Movements,0.0
Niger,1970,Mass Movements,0.0
Niger,1980,Mass Movements,0.0
Niger,1990,Mass Movements,0.0
Niger,2000,Mass Movements,0.0
Niger,2010,Mass Movements,0.0
Niger,2020,Mass Movements,0.0
Nigeria,1900,Mass Movements,0.0
Nigeria,1910,Mass Movements,0.0
Nigeria,1920,Mass Movements,0.0
Nigeria,1930,Mass Movements,0.0
Nigeria,1940,Mass Movements,0.0
Nigeria,1950,Mass Movements,0.0
Nigeria,1960,Mass Movements,0.0
Nigeria,1970,Mass Movements,0.0
Nigeria,1980,Mass Movements,0.0
Nigeria,1990,Mass Movements,0.0
Nigeria,2000,Mass Movements,0.0
Nigeria,2010,Mass Movements,0.0
Nigeria,2020,Mass Movements,0.0
Niue,1900,Mass Movements,0.0
Niue,1910,Mass Movements,0.0
Niue,1920,Mass Movements,0.0
Niue,1930,Mass Movements,0.0
Niue,1940,Mass Movements,0.0
Niue,1950,Mass Movements,0.0
Niue,1960,Mass Movements,0.0
Niue,1970,Mass Movements,0.0
Niue,1980,Mass Movements,0.0
Niue,1990,Mass Movements,0.0
Niue,2000,Mass Movements,0.0
Niue,2010,Mass Movements,0.0
Niue,2020,Mass Movements,0.0
North America,1900,Mass Movements,12.7
North America,1910,Mass Movements,0.0
North America,1920,Mass Movements,0.0
North America,1930,Mass Movements,4.0
North America,1940,Mass Movements,0.0
North America,1950,Mass Movements,0.3
North America,1960,Mass Movements,0.0
North America,1970,Mass Movements,0.0
North America,1980,Mass Movements,1.0
North America,1990,Mass Movements,2.3
North America,2000,Mass Movements,3.6
North America,2010,Mass Movements,0.0
North America,2020,Mass Movements,0.0
North Korea,1900,Mass Movements,0.0
North Korea,1910,Mass Movements,0.0
North Korea,1920,Mass Movements,0.0
North Korea,1930,Mass Movements,0.0
North Korea,1940,Mass Movements,0.0
North Korea,1950,Mass Movements,0.0
North Korea,1960,Mass Movements,0.0
North Korea,1970,Mass Movements,0.0
North Korea,1980,Mass Movements,0.0
North Korea,1990,Mass Movements,0.0
North Korea,2000,Mass Movements,0.0
North Korea,2010,Mass Movements,0.0
North Korea,2020,Mass Movements,0.0
North Macedonia,1900,Mass Movements,0.0
North Macedonia,1910,Mass Movements,0.0
North Macedonia,1920,Mass Movements,0.0
North Macedonia,1930,Mass Movements,0.0
North Macedonia,1940,Mass Movements,0.0
North Macedonia,1950,Mass Movements,0.0
North Macedonia,1960,Mass Movements,0.0
North Macedonia,1970,Mass Movements,0.0
North Macedonia,1980,Mass Movements,0.0
North Macedonia,1990,Mass Movements,0.0
North Macedonia,2000,Mass Movements,0.0
North Macedonia,2010,Mass Movements,0.0
North Macedonia,2020,Mass Movements,0.0
Northern Mariana Islands,1900,Mass Movements,0.0
Northern Mariana Islands,1910,Mass Movements,0.0
Northern Mariana Islands,1920,Mass Movements,0.0
Northern Mariana Islands,1930,Mass Movements,0.0
Northern Mariana Islands,1940,Mass Movements,0.0
Northern Mariana Islands,1950,Mass Movements,0.0
Northern Mariana Islands,1960,Mass Movements,0.0
Northern Mariana Islands,1970,Mass Movements,0.0
Northern Mariana Islands,1980,Mass Movements,0.0
Northern Mariana Islands,1990,Mass Movements,0.0
Northern Mariana Islands,2000,Mass Movements,0.0
Northern Mariana Islands,2010,Mass Movements,0.0
Northern Mariana Islands,2020,Mass Movements,0.0
Norway,1900,Mass Movements,0.0
Norway,1910,Mass Movements,0.0
Norway,1920,Mass Movements,0.0
Norway,1930,Mass Movements,0.0
Norway,1940,Mass Movements,0.0
Norway,1950,Mass Movements,0.0
Norway,1960,Mass Movements,0.0
Norway,1970,Mass Movements,0.0
Norway,1980,Mass Movements,0.0
Norway,1990,Mass Movements,0.0
Norway,2000,Mass Movements,0.0
Norway,2010,Mass Movements,0.0
Norway,2020,Mass Movements,0.0
Oceania,1900,Mass Movements,0.0
Oceania,1910,Mass Movements,0.0
Oceania,1920,Mass Movements,0.0
Oceania,1930,Mass Movements,0.0
Oceania,1940,Mass Movements,0.0
Oceania,1950,Mass Movements,0.0
Oceania,1960,Mass Movements,0.0
Oceania,1970,Mass Movements,0.0
Oceania,1980,Mass Movements,7.6
Oceania,1990,Mass Movements,0.0
Oceania,2000,Mass Movements,1.0
Oceania,2010,Mass Movements,0.0
Oceania,2020,Mass Movements,0.0
Oman,1900,Mass Movements,0.0
Oman,1910,Mass Movements,0.0
Oman,1920,Mass Movements,0.0
Oman,1930,Mass Movements,0.0
Oman,1940,Mass Movements,0.0
Oman,1950,Mass Movements,0.0
Oman,1960,Mass Movements,0.0
Oman,1970,Mass Movements,0.0
Oman,1980,Mass Movements,0.0
Oman,1990,Mass Movements,0.0
Oman,2000,Mass Movements,0.0
Oman,2010,Mass Movements,0.0
Oman,2020,Mass Movements,0.0
Pakistan,1900,Mass Movements,0.0
Pakistan,1910,Mass Movements,0.0
Pakistan,1920,Mass Movements,0.0
Pakistan,1930,Mass Movements,0.0
Pakistan,1940,Mass Movements,0.0
Pakistan,1950,Mass Movements,0.0
Pakistan,1960,Mass Movements,0.0
Pakistan,1970,Mass Movements,0.0
Pakistan,1980,Mass Movements,5.0
Pakistan,1990,Mass Movements,0.0
Pakistan,2000,Mass Movements,0.0
Pakistan,2010,Mass Movements,1.3
Pakistan,2020,Mass Movements,0.0
Palau,1900,Mass Movements,0.0
Palau,1910,Mass Movements,0.0
Palau,1920,Mass Movements,0.0
Palau,1930,Mass Movements,0.0
Palau,1940,Mass Movements,0.0
Palau,1950,Mass Movements,0.0
Palau,1960,Mass Movements,0.0
Palau,1970,Mass Movements,0.0
Palau,1980,Mass Movements,0.0
Palau,1990,Mass Movements,0.0
Palau,2000,Mass Movements,0.0
Palau,2010,Mass Movements,0.0
Palau,2020,Mass Movements,0.0
Palestine,1900,Mass Movements,0.0
Palestine,1910,Mass Movements,0.0
Palestine,1920,Mass Movements,0.0
Palestine,1930,Mass Movements,0.0
Palestine,1940,Mass Movements,0.0
Palestine,1950,Mass Movements,0.0
Palestine,1960,Mass Movements,0.0
Palestine,1970,Mass Movements,0.0
Palestine,1980,Mass Movements,0.0
Palestine,1990,Mass Movements,0.0
Palestine,2000,Mass Movements,0.0
Palestine,2010,Mass Movements,0.0
Palestine,2020,Mass Movements,0.0
Panama,1900,Mass Movements,0.0
Panama,1910,Mass Movements,0.0
Panama,1920,Mass Movements,0.0
Panama,1930,Mass Movements,0.0
Panama,1940,Mass Movements,0.0
Panama,1950,Mass Movements,0.0
Panama,1960,Mass Movements,0.0
Panama,1970,Mass Movements,0.0
Panama,1980,Mass Movements,0.0
Panama,1990,Mass Movements,0.0
Panama,2000,Mass Movements,0.0
Panama,2010,Mass Movements,0.0
Panama,2020,Mass Movements,0.0
Papua New Guinea,1900,Mass Movements,0.0
Papua New Guinea,1910,Mass Movements,0.0
Papua New Guinea,1920,Mass Movements,0.0
Papua New Guinea,1930,Mass Movements,0.0
Papua New Guinea,1940,Mass Movements,0.0
Papua New Guinea,1950,Mass Movements,0.0
Papua New Guinea,1960,Mass Movements,0.0
Papua New Guinea,1970,Mass Movements,0.0
Papua New Guinea,1980,Mass Movements,7.6
Papua New Guinea,1990,Mass Movements,0.0
Papua New Guinea,2000,Mass Movements,1.0
Papua New Guinea,2010,Mass Movements,0.0
Papua New Guinea,2020,Mass Movements,0.0
Paraguay,1900,Mass Movements,0.0
Paraguay,1910,Mass Movements,0.0
Paraguay,1920,Mass Movements,0.0
Paraguay,1930,Mass Movements,0.0
Paraguay,1940,Mass Movements,0.0
Paraguay,1950,Mass Movements,0.0
Paraguay,1960,Mass Movements,0.0
Paraguay,1970,Mass Movements,0.0
Paraguay,1980,Mass Movements,0.0
Paraguay,1990,Mass Movements,0.0
Paraguay,2000,Mass Movements,0.0
Paraguay,2010,Mass Movements,0.0
Paraguay,2020,Mass Movements,0.0
Peru,1900,Mass Movements,0.0
Peru,1910,Mass Movements,0.0
Peru,1920,Mass Movements,0.0
Peru,1930,Mass Movements,0.0
Peru,1940,Mass Movements,0.0
Peru,1950,Mass Movements,0.0
Peru,1960,Mass Movements,200.0
Peru,1970,Mass Movements,0.0
Peru,1980,Mass Movements,0.0
Peru,1990,Mass Movements,0.0
Peru,2000,Mass Movements,0.0
Peru,2010,Mass Movements,0.0
Peru,2020,Mass Movements,0.0
Philippines,1900,Mass Movements,0.0
Philippines,1910,Mass Movements,0.0
Philippines,1920,Mass Movements,0.0
Philippines,1930,Mass Movements,0.0
Philippines,1940,Mass Movements,0.0
Philippines,1950,Mass Movements,0.0
Philippines,1960,Mass Movements,0.0
Philippines,1970,Mass Movements,0.0
Philippines,1980,Mass Movements,35.0
Philippines,1990,Mass Movements,0.0
Philippines,2000,Mass Movements,1.1
Philippines,2010,Mass Movements,0.0
Philippines,2020,Mass Movements,0.0
Poland,1900,Mass Movements,0.0
Poland,1910,Mass Movements,0.0
Poland,1920,Mass Movements,0.0
Poland,1930,Mass Movements,0.0
Poland,1940,Mass Movements,0.0
Poland,1950,Mass Movements,0.0
Poland,1960,Mass Movements,0.0
Poland,1970,Mass Movements,0.0
Poland,1980,Mass Movements,0.0
Poland,1990,Mass Movements,0.0
Poland,2000,Mass Movements,0.0
Poland,2010,Mass Movements,0.0
Poland,2020,Mass Movements,0.0
Portugal,1900,Mass Movements,0.0
Portugal,1910,Mass Movements,0.0
Portugal,1920,Mass Movements,0.0
Portugal,1930,Mass Movements,0.0
Portugal,1940,Mass Movements,0.0
Portugal,1950,Mass Movements,0.0
Portugal,1960,Mass Movements,0.0
Portugal,1970,Mass Movements,0.0
Portugal,1980,Mass Movements,0.0
Portugal,1990,Mass Movements,0.0
Portugal,2000,Mass Movements,0.0
Portugal,2010,Mass Movements,0.0
Portugal,2020,Mass Movements,0.0
Puerto Rico,1900,Mass Movements,0.0
Puerto Rico,1910,Mass Movements,0.0
Puerto Rico,1920,Mass Movements,0.0
Puerto Rico,1930,Mass Movements,0.0
Puerto Rico,1940,Mass Movements,0.0
Puerto Rico,1950,Mass Movements,0.0
Puerto Rico,1960,Mass Movements,0.0
Puerto Rico,1970,Mass Movements,0.0
Puerto Rico,1980,Mass Movements,0.0
Puerto Rico,1990,Mass Movements,0.0
Puerto Rico,2000,Mass Movements,0.0
Puerto Rico,2010,Mass Movements,0.0
Puerto Rico,2020,Mass Movements,0.0
Qatar,1900,Mass Movements,0.0
Qatar,1910,Mass Movements,0.0
Qatar,1920,Mass Movements,0.0
Qatar,1930,Mass Movements,0.0
Qatar,1940,Mass Movements,0.0
Qatar,1950,Mass Movements,0.0
Qatar,1960,Mass Movements,0.0
Qatar,1970,Mass Movements,0.0
Qatar,1980,Mass Movements,0.0
Qatar,1990,Mass Movements,0.0
Qatar,2000,Mass Movements,0.0
Qatar,2010,Mass Movements,0.0
Qatar,2020,Mass Movements,0.0
Reunion,1900,Mass Movements,0.0
Reunion,1910,Mass Movements,0.0
Reunion,1920,Mass Movements,0.0
Reunion,1930,Mass Movements,0.0
Reunion,1940,Mass Movements,0.0
Reunion,1950,Mass Movements,0.0
Reunion,1960,Mass Movements,0.0
Reunion,1970,Mass Movements,0.0
Reunion,1980,Mass Movements,0.0
Reunion,1990,Mass Movements,0.0
Reunion,2000,Mass Movements,0.0
Reunion,2010,Mass Movements,0.0
Reunion,2020,Mass Movements,0.0
Romania,1900,Mass Movements,0.0
Romania,1910,Mass Movements,0.0
Romania,1920,Mass Movements,0.0
Romania,1930,Mass Movements,0.0
Romania,1940,Mass Movements,0.0
Romania,1950,Mass Movements,0.0
Romania,1960,Mass Movements,0.0
Romania,1970,Mass Movements,0.0
Romania,1980,Mass Movements,0.0
Romania,1990,Mass Movements,0.0
Romania,2000,Mass Movements,0.0
Romania,2010,Mass Movements,0.0
Romania,2020,Mass Movements,0.0
Russia,1900,Mass Movements,0.0
Russia,1910,Mass Movements,0.0
Russia,1920,Mass Movements,0.0
Russia,1930,Mass Movements,0.0
Russia,1940,Mass Movements,0.0
Russia,1950,Mass Movements,0.0
Russia,1960,Mass Movements,0.0
Russia,1970,Mass Movements,0.0
Russia,1980,Mass Movements,0.0
Russia,1990,Mass Movements,0.0
Russia,2000,Mass Movements,0.0
Russia,2010,Mass Movements,0.0
Russia,2020,Mass Movements,0.0
Rwanda,1900,Mass Movements,0.0
Rwanda,1910,Mass Movements,0.0
Rwanda,1920,Mass Movements,0.0
Rwanda,1930,Mass Movements,0.0
Rwanda,1940,Mass Movements,0.0
Rwanda,1950,Mass Movements,0.0
Rwanda,1960,Mass Movements,0.0
Rwanda,1970,Mass Movements,0.0
Rwanda,1980,Mass Movements,0.0
Rwanda,1990,Mass Movements,0.0
Rwanda,2000,Mass Movements,0.0
Rwanda,2010,Mass Movements,0.0
Rwanda,2020,Mass Movements,0.0
Saint Barthelemy,1900,Mass Movements,0.0
Saint Barthelemy,1910,Mass Movements,0.0
Saint Barthelemy,1920,Mass Movements,0.0
Saint Barthelemy,1930,Mass Movements,0.0
Saint Barthelemy,1940,Mass Movements,0.0
Saint Barthelemy,1950,Mass Movements,0.0
Saint Barthelemy,1960,Mass Movements,0.0
Saint Barthelemy,1970,Mass Movements,0.0
Saint Barthelemy,1980,Mass Movements,0.0
Saint Barthelemy,1990,Mass Movements,0.0
Saint Barthelemy,2000,Mass Movements,0.0
Saint Barthelemy,2010,Mass Movements,0.0
Saint Barthelemy,2020,Mass Movements,0.0
Saint Helena,1900,Mass Movements,0.0
Saint Helena,1910,Mass Movements,0.0
Saint Helena,1920,Mass Movements,0.0
Saint Helena,1930,Mass Movements,0.0
Saint Helena,1940,Mass Movements,0.0
Saint Helena,1950,Mass Movements,0.0
Saint Helena,1960,Mass Movements,0.0
Saint Helena,1970,Mass Movements,0.0
Saint Helena,1980,Mass Movements,0.0
Saint Helena,1990,Mass Movements,0.0
Saint Helena,2000,Mass Movements,0.0
Saint Helena,2010,Mass Movements,0.0
Saint Helena,2020,Mass Movements,0.0
Saint Kitts and Nevis,1900,Mass Movements,0.0
Saint Kitts and Nevis,1910,Mass Movements,0.0
Saint Kitts and Nevis,1920,Mass Movements,0.0
Saint Kitts and Nevis,1930,Mass Movements,0.0
Saint Kitts and Nevis,1940,Mass Movements,0.0
Saint Kitts and Nevis,1950,Mass Movements,0.0
Saint Kitts and Nevis,1960,Mass Movements,0.0
Saint Kitts and Nevis,1970,Mass Movements,0.0
Saint Kitts and Nevis,1980,Mass Movements,0.0
Saint Kitts and Nevis,1990,Mass Movements,0.0
Saint Kitts and Nevis,2000,Mass Movements,0.0
Saint Kitts and Nevis,2010,Mass Movements,0.0
Saint Kitts and Nevis,2020,Mass Movements,0.0
Saint Lucia,1900,Mass Movements,0.0
Saint Lucia,1910,Mass Movements,0.0
Saint Lucia,1920,Mass Movements,0.0
Saint Lucia,1930,Mass Movements,0.0
Saint Lucia,1940,Mass Movements,0.0
Saint Lucia,1950,Mass Movements,0.0
Saint Lucia,1960,Mass Movements,0.0
Saint Lucia,1970,Mass Movements,0.0
Saint Lucia,1980,Mass Movements,0.0
Saint Lucia,1990,Mass Movements,0.0
Saint Lucia,2000,Mass Movements,0.0
Saint Lucia,2010,Mass Movements,0.0
Saint Lucia,2020,Mass Movements,0.0
Saint Martin (French part),1900,Mass Movements,0.0
Saint Martin (French part),1910,Mass Movements,0.0
Saint Martin (French part),1920,Mass Movements,0.0
Saint Martin (French part),1930,Mass Movements,0.0
Saint Martin (French part),1940,Mass Movements,0.0
Saint Martin (French part),1950,Mass Movements,0.0
Saint Martin (French part),1960,Mass Movements,0.0
Saint Martin (French part),1970,Mass Movements,0.0
Saint Martin (French part),1980,Mass Movements,0.0
Saint Martin (French part),1990,Mass Movements,0.0
Saint Martin (French part),2000,Mass Movements,0.0
Saint Martin (French part),2010,Mass Movements,0.0
Saint Martin (French part),2020,Mass Movements,0.0
Saint Vincent and the Grenadines,1900,Mass Movements,0.0
Saint Vincent and the Grenadines,1910,Mass Movements,0.0
Saint Vincent and the Grenadines,1920,Mass Movements,0.0
Saint Vincent and the Grenadines,1930,Mass Movements,0.0
Saint Vincent and the Grenadines,1940,Mass Movements,0.0
Saint Vincent and the Grenadines,1950,Mass Movements,0.0
Saint Vincent and the Grenadines,1960,Mass Movements,0.0
Saint Vincent and the Grenadines,1970,Mass Movements,0.0
Saint Vincent and the Grenadines,1980,Mass Movements,0.0
Saint Vincent and the Grenadines,1990,Mass Movements,0.0
Saint Vincent and the Grenadines,2000,Mass Movements,0.0
Saint Vincent and the Grenadines,2010,Mass Movements,0.0
Saint Vincent and the Grenadines,2020,Mass Movements,0.0
Samoa,1900,Mass Movements,0.0
Samoa,1910,Mass Movements,0.0
Samoa,1920,Mass Movements,0.0
Samoa,1930,Mass Movements,0.0
Samoa,1940,Mass Movements,0.0
Samoa,1950,Mass Movements,0.0
Samoa,1960,Mass Movements,0.0
Samoa,1970,Mass Movements,0.0
Samoa,1980,Mass Movements,0.0
Samoa,1990,Mass Movements,0.0
Samoa,2000,Mass Movements,0.0
Samoa,2010,Mass Movements,0.0
Samoa,2020,Mass Movements,0.0
Sao Tome and Principe,1900,Mass Movements,0.0
Sao Tome and Principe,1910,Mass Movements,0.0
Sao Tome and Principe,1920,Mass Movements,0.0
Sao Tome and Principe,1930,Mass Movements,0.0
Sao Tome and Principe,1940,Mass Movements,0.0
Sao Tome and Principe,1950,Mass Movements,0.0
Sao Tome and Principe,1960,Mass Movements,0.0
Sao Tome and Principe,1970,Mass Movements,0.0
Sao Tome and Principe,1980,Mass Movements,0.0
Sao Tome and Principe,1990,Mass Movements,0.0
Sao Tome and Principe,2000,Mass Movements,0.0
Sao Tome and Principe,2010,Mass Movements,0.0
Sao Tome and Principe,2020,Mass Movements,0.0
Saudi Arabia,1900,Mass Movements,0.0
Saudi Arabia,1910,Mass Movements,0.0
Saudi Arabia,1920,Mass Movements,0.0
Saudi Arabia,1930,Mass Movements,0.0
Saudi Arabia,1940,Mass Movements,0.0
Saudi Arabia,1950,Mass Movements,0.0
Saudi Arabia,1960,Mass Movements,0.0
Saudi Arabia,1970,Mass Movements,0.0
Saudi Arabia,1980,Mass Movements,0.0
Saudi Arabia,1990,Mass Movements,0.0
Saudi Arabia,2000,Mass Movements,0.0
Saudi Arabia,2010,Mass Movements,0.0
Saudi Arabia,2020,Mass Movements,0.0
Senegal,1900,Mass Movements,0.0
Senegal,1910,Mass Movements,0.0
Senegal,1920,Mass Movements,0.0
Senegal,1930,Mass Movements,0.0
Senegal,1940,Mass Movements,0.0
Senegal,1950,Mass Movements,0.0
Senegal,1960,Mass Movements,0.0
Senegal,1970,Mass Movements,0.0
Senegal,1980,Mass Movements,0.0
Senegal,1990,Mass Movements,0.0
Senegal,2000,Mass Movements,0.0
Senegal,2010,Mass Movements,0.0
Senegal,2020,Mass Movements,0.0
Serbia,1900,Mass Movements,0.0
Serbia,1910,Mass Movements,0.0
Serbia,1920,Mass Movements,0.0
Serbia,1930,Mass Movements,0.0
Serbia,1940,Mass Movements,0.0
Serbia,1950,Mass Movements,0.0
Serbia,1960,Mass Movements,0.0
Serbia,1970,Mass Movements,0.0
Serbia,1980,Mass Movements,0.0
Serbia,1990,Mass Movements,0.0
Serbia,2000,Mass Movements,0.0
Serbia,2010,Mass Movements,0.0
Serbia,2020,Mass Movements,0.0
Serbia and Montenegro,1900,Mass Movements,0.0
Serbia and Montenegro,1910,Mass Movements,0.0
Serbia and Montenegro,1920,Mass Movements,0.0
Serbia and Montenegro,1930,Mass Movements,0.0
Serbia and Montenegro,1940,Mass Movements,0.0
Serbia and Montenegro,1950,Mass Movements,0.0
Serbia and Montenegro,1960,Mass Movements,0.0
Serbia and Montenegro,1970,Mass Movements,0.0
Serbia and Montenegro,1980,Mass Movements,0.0
Serbia and Montenegro,1990,Mass Movements,0.0
Serbia and Montenegro,2000,Mass Movements,0.0
Serbia and Montenegro,2010,Mass Movements,0.0
Serbia and Montenegro,2020,Mass Movements,0.0
Seychelles,1900,Mass Movements,0.0
Seychelles,1910,Mass Movements,0.0
Seychelles,1920,Mass Movements,0.0
Seychelles,1930,Mass Movements,0.0
Seychelles,1940,Mass Movements,0.0
Seychelles,1950,Mass Movements,0.0
Seychelles,1960,Mass Movements,0.0
Seychelles,1970,Mass Movements,0.0
Seychelles,1980,Mass Movements,0.0
Seychelles,1990,Mass Movements,0.0
